finalEmotion,anger,trust,fear,sadness,anticipation,disgust,surprise,joy,positive,negetive,Year,Term,Course,Question,tokens,Comments
trust,0,1,0,0,0,0,0,0,1,0,2018,Spring 2018,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,way presentation could better like illustrating the help of examples relating the real world problems,"The way of presentation could be better like illustrating more with the help of examples and relating to the real world problems.
"
fear,0,0,1,0,1,0,1,1,1,0,2018,Spring 2018,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,need advance topics along introduction,"Need to advance the topics along with introduction.
"
trust,0,2,0,0,2,0,0,1,2,0,2018,Spring 2018,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,instructor improve the course topics teaching method the assignments should coding-based and require students actually implement the concepts running pre-written program,"The instructor should improve the course topics and teaching method. The assignments should be coding-based and require students to actually implement the concepts than just running a pre-written program.
"
trust,0,1,0,1,1,0,0,0,2,1,2018,Spring 2018,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,professor always late programs given rather asking you to develop let the student think,"Professor is always late All the programs are given to you rather than asking you to develop them, which doesn't let the student think
"
trust,0,2,0,0,0,0,0,0,1,0,2018,Spring 2018,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,topics taught the class are relevant in the software industry,"The topics that are taught in the class are not relevant in the software industry.
"
trust,1,3,3,0,2,0,1,1,3,1,2018,Spring 2018,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,effective teaching style more discpline class room distracting is guy watching netflix shows next smaller class would help better textbooks clearer teaching the teach the class time harsh grading on the homework there effective way to prevent students copying people's homework,"More effective teaching style, or more discpline in the class room. It is distracting when there is a guy watching netflix shows next to me. Smaller class would help. Better textbooks, clearer teaching. Not have the TA teach the class, being on time. Harsh grading on the homework, but there wasn't an effective way to prevent students copying other people's homework.
"
trust,0,1,0,0,0,0,0,1,1,0,2018,Spring 2018,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,area improvement,"No area for improvement
"
trust,0,1,0,0,1,0,1,1,1,0,2018,Spring 2018,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",overall good course,"In overall, it's a good course
"
anticipation,0,3,0,0,7,0,1,0,2,0,2018,Spring 2018,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",add structure course communicate changes students soon as made stick to the original format devoting half of the class time to lecturing minutes break and the remaining time to in-class exercises please arrive time for class and remain within the designated time limit as night course ended :p commuter students could remain behind long enough for to finish her instructions more flexible office hours,"Add more structure to the course and communicate changes with students as soon as they are made. Stick to the original format of devoting half of the class time to lecturing, 15 minutes for a break, and the remaining time to in-class exercises. Please arrive on time for class and remain within the designated time limit. As this was a night course that ended at 9:15pm, commuter students could not remain behind long enough for her to finish her instructions. Have more flexible office hours.
"
trust,0,1,0,0,1,0,1,1,1,0,2018,Spring 2018,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",good dealing data mining in distributed environment,"She is good in dealing with data mining in distributed environment .
"
trust,0,1,0,0,1,0,1,1,2,0,2018,Spring 2018,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",overall good advanced course,"Overall a good advanced course
"
anticipation,0,0,0,0,1,0,0,0,0,0,2018,Spring 2018,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",expected course,"I have expected more from this course.
"
trust,0,1,0,0,1,0,1,1,2,0,2018,Spring 2018,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",overall good course learn new software,"Overall, it is a good course to learn new software.
"
trust,0,4,0,0,0,0,0,1,3,0,2018,Spring 2018,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",class engaging the professor seemed to there times hear the professor the people talking behind the group assigned to group very little work had to overall the teaching class taught me very little compared to classes within the program,"The class wasn't very engaging. The professor seemed to only be there because she had to. There were times where I couldn't hear the professor over the people talking behind me. The group I was assigned to group with did very little work, I had to do most of it. Overall, I the teaching in this class taught me very little compared to other classes within the program.
"
trust,0,3,0,1,1,0,1,0,3,1,2018,Spring 2018,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",professor never comes prepared professor takes aroundhour break middle class comes atleast late every class minutes,"Professor Never comes prepared. Professor Takes around 1hour break in the middle of class and comes atleast 30 mins late to every class
"
trust,0,1,0,0,0,0,0,0,0,0,2018,Spring 2018,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",coursework deep programming techniques should be taught,"Coursework should be more deep and programming techniques should be taught
"
trust,0,1,0,0,1,0,0,0,1,0,2018,Spring 2018,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",great class great course great instructor,"Great class, great course , great instructor
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,everything good,"Everything good
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,helpful videos,"Very helpful videos
"
trust,0,2,0,0,2,1,1,2,3,1,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,thanks abundance learning materials good ppt videos,"Thanks for having an abundance of learning materials. That was good to have - ppt, videos.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,good,"Good
"
trust,0,1,0,0,0,0,0,0,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,strength,"No strength
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,explained course content well,"He explained course content well.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,good course,"Good course.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,good explanation videos,"Good explanation in videos
"
trust,0,1,1,0,0,0,0,1,2,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,change paper pattern encourage learning,"Should change paper pattern to encourage learning
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,video cases exercises good,"Video Cases and Exercises are very good.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,good assignments,"Good assignments
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,good course work,"Good course work
"
trust,0,1,0,0,0,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,approach teach every topics,"Approach to teach each and every topics
"
trust,0,2,0,0,2,0,1,1,3,1,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,instructor flexible good knowledge the subject,"The instructor is very flexible and has good knowledge of the subject
"
anger,1,1,0,0,1,1,1,1,1,1,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,none total waste money,"None. It was a total waste of money
"
trust,0,2,0,0,1,0,1,1,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,good understanding concepts,"Good understanding of concepts
"
trust,0,1,0,0,1,0,1,0,2,0,2019,Spring 2019,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,none easy requires work no learning whatsoever that's expect networking class,"None. It's an easy A that requires no work and no learning whatsoever. That's not what you expect from a networking class.
"
trust,0,2,0,0,1,0,1,1,2,0,2019,Spring 2019,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,picked good videos explain topics,"Picked good videos to explain topics.
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Spring 2019,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,freedom more uses,"More freedom, more uses.
"
anticipation,0,0,0,0,1,0,0,0,0,0,2019,Spring 2019,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,thought class material easy learned lot read the textbook,"I thought the class material was very easy. I only learned a lot because I read the textbook.
"
trust,0,2,0,0,1,0,0,1,3,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,video quality improve machine learning concepts can included course work,"Video quality can improve Machine Learning concepts can be included in the course work
"
trust,0,1,0,0,0,0,1,1,2,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,everything course percent similarity cloud computing including course materials assignments please teach significant things,"Everything. The course has 50 percent similarity with Cloud computing including Course materials and assignments. Please teach some significant things
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,good,"Good
"
trust,0,1,0,0,0,0,0,0,0,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,hadoop related assignments,"More Hadoop related assignments.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,everything good,"Everything good
"
trust,2,3,2,2,0,1,0,0,5,4,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,professor respond queries doubts mails piazza regarding learning video lectures highly ineffective bad audio and video quality professor not available office hours lack hand's experience lectures are theoretical and difficulty relating to real world scenarios,"TAs and Professor do not respond to queries/doubts/mails/piazza regarding the learning. Video lectures are highly ineffective with Bad audio and Video quality. Professor is not available during her Office hours. Lack of Hand's On Experience. Lectures are theoretical and have Difficulty relating to real world scenarios.
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,course engaging hands the tools used the assignment outdated,"The course should be more engaging and hands on. The tools used for the assignment are outdated.
"
trust,0,1,0,1,1,0,0,0,1,1,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,professor always late yet required students stay end class to sign mandatory attendance,"Professor was always late yet required students to stay until end of class to sign in mandatory attendance
"
trust,0,1,0,1,0,1,1,1,2,1,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,everything put effort teach pathetic prof till,"Everything. She does not put any effort to teach. Pathetic prof till now
"
trust,0,1,0,0,1,0,0,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,think everything perfect,"I think everything was perfect
"
trust,0,4,0,0,1,0,0,0,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,professor show time class least send note the a's leading the class instead provide review the midterm final exam,"-Have the professor show up on time to class or at least send out a note that the TA's will be leading the class instead -Provide more review for the midterm and final exam
"
trust,0,1,0,1,0,1,0,0,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,professor seem interested to teaching the class instead big batch of students the class get devided student classes,"The professor doesn't seem to be interested to teaching at all in the class. Instead of having a big batch of 80 students, the class should get devided into 2 40 student classes
"
trust,0,1,0,0,0,0,0,0,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,effort faculty help students understand topics,"More effort by faculty to help students understand the topics
"
trust,0,2,0,0,0,0,0,0,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,relevant topics taught better way,"More relevant topics should be taught and in a better way
"
trust,0,1,0,0,0,0,0,0,1,0,2019,Spring 2019,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,feedback quick effective,"Feedback was quick and effective.
"
trust,0,3,0,0,0,1,0,2,7,1,2019,Spring 2019,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,provide content helps learning instead weird youtube videos thes find textbook that less physics equation focused include activities that test knowledge basically throw away current class and make literally anything else would improvement,"Provide content that helps learning (instead of weird youtube videos from the 90s). Find a textbook that is less physics and equation focused. Include activities that test knowledge. Basically throw away the current class and make literally anything else, it would be an improvement.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",everything good,"Everything good
"
trust,1,7,2,1,1,0,0,0,2,2,2019,Spring 2019,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",think team assignments become problem can't force everyone team accountable would suggest future classes to team report card have mandatory meetings teams people sit back let team members group assignments without visibility to the instructor,"I think team assignments become a problem when you can't force everyone on the team to be accountable. I would suggest for future classes to have a team report card or have mandatory meetings with teams. People can just sit back and let other team members do group assignments without any visibility to the instructor.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",good,"Good
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",good environment,"Good environment
"
trust,0,2,0,0,0,0,0,2,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",engaging helpful class,"Was a very engaging and helpful class
"
trust,0,1,0,1,0,1,1,1,2,1,2019,Spring 2019,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",everything put effort teach pathetic prof till,"Everything. She does not put any effort to teach. Pathetic prof till now
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",overall good course,"Overall a good course
"
trust,0,1,0,0,0,0,0,0,1,0,2019,Spring 2019,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",could use work understanding comes online work,"Could use more work on understanding when it comes to online work.
"
trust,0,1,0,0,0,0,0,0,0,0,2019,Spring 2019,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",read almost every chapter assigned took learned material the project fantastic well but many people group suggest making the group around people instead,"I did read almost every chapter assigned. It took a while but this is what I learned the material from. The project was fantastic as well but there were too many people in each group. My I suggest making the group around 3 people instead of 5.
"
trust,0,1,0,0,1,0,0,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,What could you have done to improve your learning,could taken handson project order improve upon,"I could have taken handson project in order to improve upon
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,What could you have done to improve your learning,everything good,"Everything good
"
trust,0,1,0,0,1,0,0,0,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,What could you have done to improve your learning,watched videos available instructor,"Watched more of the videos available by he instructor
"
anticipation,0,0,0,0,3,0,0,0,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,What could you have done to improve your learning,best expecting university the program productive as thought admissions,"I am doing my best, we are expecting more from the university. The program is not as productive as I thought before admissions.
"
anger,1,1,1,0,1,0,0,0,1,1,2019,Spring 2019,Intro to Computer Networks,What could you have done to improve your learning,video lectures could stable the camera extremely shaky,"The video lectures could have been more stable, the camera was extremely shaky.
"
trust,0,1,0,0,0,0,0,0,2,0,2019,Spring 2019,Intro to Computer Networks,What could you have done to improve your learning,professor actually cares students learning copy-pasting questions textbook assignments and exams ctrl-f skills great,"Have a professor that actually cares about her students learning and not just copy-pasting questions from a textbook into ""assignments"" and ""exams"". My ctrl-f skills are great now.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,First Summer 2019,Intro Oper Syst & Networking,Please list outstanding strengths of the course and/or instructor,good amount work part,"Good amount of work for the most part
"
trust,0,1,0,0,1,0,0,0,1,0,2019,First Summer 2019,Intro Oper Syst & Networking,Please list outstanding strengths of the course and/or instructor,instructor knowledgeable,"The instructor was knowledgeable.
"
trust,0,1,0,0,1,0,0,1,1,0,2019,First Summer 2019,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,improve quality recorded lectures,"Improve the quality of recorded lectures.
"
anticipation,0,0,0,0,1,0,0,0,1,0,2019,First Summer 2019,Intro Oper Syst & Networking,Please suggest areas for improvement of the course and/or instruction method,lot material learn short amount of time,"A lot of material to learn in a short amount of time.
"
anger,1,0,1,0,1,0,0,0,1,1,2019,First Summer 2019,Intro Oper Syst & Networking,Please suggest areas for improvement of the course and/or instruction method,video lectures often shaky low quality course videos going required may be worth the investment quality camera and tripod,"The video lectures were often shaky and low quality. If course videos are going to be required it may be worth the investment in a quality camera and tripod.
"
trust,0,4,0,0,2,0,2,2,4,1,2019,First Summer 2019,Intro Oper Syst & Networking,"Please provide other observations, comments, or suggestions",test questions test students well understand topic how well they precisely memorize sections textbook not enjoy the trick questions present on every test example changing one word otherwise true statement make false not an example of qualty test writing,"Test questions should test students on how well they understand a topic, not how well they can precisely memorize sections of the textbook. I did not enjoy the trick questions that were present on every test. For example, changing one word in an otherwise true statement to make it false is not an example of qualty test writing.
"
anticipation,0,0,0,0,3,0,0,1,4,0,2019,First Summer 2019,Intro Oper Syst & Networking,What could you have done to improve your learning,wish time study using powerpoints reading the book able to gain way better amount knowledge could expected,"I do wish I had more time to study, but using the powerpoints and reading the book, I was able to gain a way better amount of knowledge than I could have expected.
"
trust,0,3,0,0,0,0,0,0,2,0,2019,Second Summer 2019,Intro to Machine Learning,Please list outstanding strengths of the course and/or instructor,taught deeper understanding machine learning concepts applied day day life,"It taught the deeper understanding of how machine learning concepts are applied in day to day life.
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Second Summer 2019,Intro to Machine Learning,Please list outstanding strengths of the course and/or instructor,wide variety resources available,"There was a wide variety of resources available.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,good teaching style,"Good teaching style!
"
trust,0,3,0,0,2,0,0,0,4,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,instructor provided video classroom sessions effective instructor deep knowledge cloud,"Instructor has provided video of classroom sessions which are very effective. Instructor and TA have deep knowledge about the cloud.
"
trust,0,2,0,0,1,0,1,2,3,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,provides good amount resources learning,"Provides good amount of resources for learning
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Second Summer 2019,Intro to Machine Learning,Please suggest areas for improvement of the course and/or instruction method,think engaging interactive it would better,"I think if it was engaging or interactive, it would be better.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Second Summer 2019,Intro to Machine Learning,Please suggest areas for improvement of the course and/or instruction method,good,"All good.
"
anger,1,1,0,0,1,0,0,1,1,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,interactive improve student involvement,"More interactive and should improve student involvement
"
trust,0,1,0,0,0,0,0,0,2,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,everything lead understanding supportvie enough,"Everything is just lead by TAs TA are not understanding or supportvie enough
"
trust,0,2,1,1,1,0,0,1,2,1,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,found little curt responses the seemed to discourage interactions the instructor respond to any query assignments empty links errors even acknowledged the instructors,"> Found the TA to be a little curt. Responses from the TA seemed to discourage any further interactions. > The instructor didn't respond at all to any query. > Some assignments had empty links and errors which weren't even acknowledged by the instructors.
"
trust,0,2,0,0,0,0,0,0,2,0,2019,Second Summer 2019,Intro to Machine Learning,"Please provide other observations, comments, or suggestions",recommend computer science students course for deeper understanding,"I recommend for computer science students this course for deeper understanding.
"
trust,0,2,0,0,0,0,0,0,1,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",professor reply emails leading entire class,"Professor does not reply to any emails only TA are leading entire class.
"
trust,0,1,0,0,0,0,0,0,1,0,2019,Second Summer 2019,Intro to Machine Learning,What could you have done to improve your learning,think questions depth involved critical thinking,"I think if the questions were more in depth or involved critical thinking.
"
trust,0,1,0,0,1,0,0,0,1,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,What could you have done to improve your learning,responsive tutors well as forum like piazza students interact,"More responsive tutors as well as a forum like Piazza for students to interact
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,everything good,"Everything good
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,helpful videos,"Very helpful videos
"
trust,0,2,0,0,2,1,1,2,3,1,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,thanks abundance learning materials good ppt videos,"Thanks for having an abundance of learning materials. That was good to have - ppt, videos.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,good,"Good
"
trust,0,1,0,0,0,0,0,0,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,strength,"No strength
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,explained course content well,"He explained course content well.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,good course,"Good course.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,good explanation videos,"Good explanation in videos
"
trust,0,1,1,0,0,0,0,1,2,0,2019,Spring 2019,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,change paper pattern encourage learning,"Should change paper pattern to encourage learning
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,video cases exercises good,"Video Cases and Exercises are very good.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,good assignments,"Good assignments
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,good course work,"Good course work
"
trust,0,1,0,0,0,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,approach teach every topics,"Approach to teach each and every topics
"
trust,0,2,0,0,2,0,1,1,3,1,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,instructor flexible good knowledge the subject,"The instructor is very flexible and has good knowledge of the subject
"
anger,1,1,0,0,1,1,1,1,1,1,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,none total waste money,"None. It was a total waste of money
"
trust,0,2,0,0,1,0,1,1,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,good understanding concepts,"Good understanding of concepts
"
trust,0,1,0,0,1,0,1,0,2,0,2019,Spring 2019,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,none easy requires work no learning whatsoever that's expect networking class,"None. It's an easy A that requires no work and no learning whatsoever. That's not what you expect from a networking class.
"
trust,0,2,0,0,1,0,1,1,2,0,2019,Spring 2019,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,picked good videos explain topics,"Picked good videos to explain topics.
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Spring 2019,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,freedom more uses,"More freedom, more uses.
"
anticipation,0,0,0,0,1,0,0,0,0,0,2019,Spring 2019,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,thought class material easy learned lot read the textbook,"I thought the class material was very easy. I only learned a lot because I read the textbook.
"
trust,0,2,0,0,1,0,0,1,3,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,video quality improve machine learning concepts can included course work,"Video quality can improve Machine Learning concepts can be included in the course work
"
trust,0,1,0,0,0,0,1,1,2,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,everything course percent similarity cloud computing including course materials assignments please teach significant things,"Everything. The course has 50 percent similarity with Cloud computing including Course materials and assignments. Please teach some significant things
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,good,"Good
"
trust,0,1,0,0,0,0,0,0,0,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,hadoop related assignments,"More Hadoop related assignments.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,everything good,"Everything good
"
trust,2,3,2,2,0,1,0,0,5,4,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,professor respond queries doubts mails piazza regarding learning video lectures highly ineffective bad audio and video quality professor not available office hours lack hand's experience lectures are theoretical and difficulty relating to real world scenarios,"TAs and Professor do not respond to queries/doubts/mails/piazza regarding the learning. Video lectures are highly ineffective with Bad audio and Video quality. Professor is not available during her Office hours. Lack of Hand's On Experience. Lectures are theoretical and have Difficulty relating to real world scenarios.
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,course engaging hands the tools used the assignment outdated,"The course should be more engaging and hands on. The tools used for the assignment are outdated.
"
trust,0,1,0,1,1,0,0,0,1,1,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,professor always late yet required students stay end class to sign mandatory attendance,"Professor was always late yet required students to stay until end of class to sign in mandatory attendance
"
trust,0,1,0,1,0,1,1,1,2,1,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,everything put effort teach pathetic prof till,"Everything. She does not put any effort to teach. Pathetic prof till now
"
trust,0,1,0,0,1,0,0,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,think everything perfect,"I think everything was perfect
"
trust,0,4,0,0,1,0,0,0,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,professor show time class least send note the a's leading the class instead provide review the midterm final exam,"-Have the professor show up on time to class or at least send out a note that the TA's will be leading the class instead -Provide more review for the midterm and final exam
"
trust,0,1,0,1,0,1,0,0,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,professor seem interested to teaching the class instead big batch of students the class get devided student classes,"The professor doesn't seem to be interested to teaching at all in the class. Instead of having a big batch of 80 students, the class should get devided into 2 40 student classes
"
trust,0,1,0,0,0,0,0,0,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,effort faculty help students understand topics,"More effort by faculty to help students understand the topics
"
trust,0,2,0,0,0,0,0,0,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,relevant topics taught better way,"More relevant topics should be taught and in a better way
"
trust,0,1,0,0,0,0,0,0,1,0,2019,Spring 2019,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,feedback quick effective,"Feedback was quick and effective.
"
trust,0,3,0,0,0,1,0,2,7,1,2019,Spring 2019,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,provide content helps learning instead weird youtube videos thes find textbook that less physics equation focused include activities that test knowledge basically throw away current class and make literally anything else would improvement,"Provide content that helps learning (instead of weird youtube videos from the 90s). Find a textbook that is less physics and equation focused. Include activities that test knowledge. Basically throw away the current class and make literally anything else, it would be an improvement.
"
